Random Values=100Normal Distribution Parameters
s=200,l=50000,u=1000000
	Array	Vector
t44	 26915	 2668356
t45	 35164	 2829566
t46	 35374	 3677004
t47	 44812	 3051108
t48	 33487	 2891926
t49	 25167	 2646615
t50	 36003	 2776226
t51	 36143	 2812370
t52	 32368	 2770004
t53	 40827	 2691217
t54	 36003	 2723096
t55	 35095	 2882767
t56	 29362	 2660667
t57	 33836	 2768187
t58	 35234	 2707576
t59	 35583	 2664162
t60	 35934	 2591807
t61	 35723	 2676396
t62	 33416	 2697229
t63	 26146	 2894163
t64	 27055	 2836348
t65	 36563	 2767348
t66	 35024	 2752667
t67	 36912	 2659618
t68	 35165	 2808524
t69	 34744	 2748192
t70	 30970	 2663743
t71	 35235	 2733722
t72	 34954	 2767978
t73	 32158	 2658010
t74	 40687	 2834740
t75	 33975	 2761056
t76	 46000	 2830685
t77	 31109	 2674299
t78	 37471	 2748192
t79	 34675	 2702682
t80	 34186	 2752876
t81	 33487	 2997208
t82	 35583	 2672551
t83	 34186	 2638016
t84	 31949	 2624034
t85	 54669	 2802792
t86	 36912	 2667238
t87	 32857	 2680800
t88	 37681	 2567338
t89	 36073	 2672272
t90	 35793	 2669545
t91	 28802	 2677934
t92	 33906	 2761615
t93	 35164	 2819850
t94	 39568	 2687442
t95	 35934	 2749242
t96	 36772	 2780770
t97	 34955	 2853127
t98	 26915	 2730156
t99	 51523	 2998187
25 16336

t0	 5453	 361569
t1	 3006	 348636
t2	 2447	 357795
t3	 2587	 411275
t4	 2587	 345839
t5	 2657	 362338
t6	 2517	 345490
t7	 2307	 357864
t8	 2376	 349755
t9	 3006	 347937
t10	 2657	 371916
t11	 2377	 350383
t12	 2377	 372056
t13	 2586	 465524
t14	 2447	 352691
t15	 2307	 365904
t16	 2168	 353530
t17	 3076	 359262
t18	 3076	 354578
t19	 2867	 349615
t20	 2936	 372825
t21	 2656	 351293
t22	 2657	 372545
t23	 2726	 425676
t24	 2586	 358074
t25	 2447	 366813
t26	 2167	 352341
t27	 2237	 358423
t28	 3635	 357934
t29	 2797	 354369
t30	 3145	 370518
t31	 3076	 367512
t32	 2796	 376530
t33	 2307	 418615
t34	 2936	 354159
t35	 2237	 362268
t36	 2936	 362268
t37	 2866	 362059
t38	 2866	 353390
t39	 2237	 349265
t40	 2727	 371356
t41	 2866	 358983
t42	 3565	 475521
t43	 4264	 363806
t44	 1888	 345630
t45	 2377	 364995
t46	 2517	 347378
t47	 2726	 363877
t48	 2307	 346959
t49	 2517	 356326
t50	 2377	 368770
t51	 2377	 356046
t52	 2377	 441336
t53	 2517	 355907
t54	 3006	 350035
t55	 2237	 372475
t56	 2237	 348916
t57	 2307	 371566
t58	 2587	 350664
t59	 2377	 354089
t60	 2377	 364156
t61	 2237	 354858
t62	 2936	 434694
t63	 2027	 355977
t64	 2307	 340596
t65	 2237	 370588
t66	 2657	 350244
t67	 2586	 368910
t68	 2377	 350593
t69	 3146	 355417
t70	 2796	 370727
t71	 2587	 355627
t72	 2377	 476011
t73	 2447	 353600
t74	 2657	 346399
t75	 2586	 415330
t76	 2446	 353669
t77	 2237	 358214
t78	 2237	 351922
t79	 2237	 351922
t80	 2307	 366602
t81	 2447	 347587
t82	 3286	 373453
t83	 2377	 348427
t84	 2307	 354438
t85	 3006	 364995
t86	 3006	 359542
t87	 2377	 358423
t88	 2447	 354928
t89	 2586	 348217
t90	 2447	 366253
t91	 2307	 410156
t92	 3426	 372476
t93	 2517	 348636
t94	 2447	 346958
t95	 2377	 365414
t96	 2517	 342135
t97	 2797	 357795
t98	 2587	 344512
t99	 2587	 343953
26 52432

t0	 26775	 1639716
t1	 4404	 1130079
t2	 5174	 1136092
t3	 5173	 1191949
t4	 4545	 1129590
t5	 5174	 1357493
t6	 4894	 1186356
t7	 4684	 1121760
t8	 5103	 1138887
t9	 5033	 1281222
t10	 4893	 1130079
t11	 3845	 1124696
t12	 5313	 1126234
t13	 4964	 1141754
t14	 5453	 1141265
t15	 4334	 1135601
t16	 4475	 1198450
t17	 4754	 1127912
t18	 5034	 1143711
t19	 5244	 1248855
t20	 4614	 1120431
t21	 5033	 1140495
t22	 5243	 1200687
t23	 5383	 1129730
t24	 5034	 1158462
t25	 4963	 1217955
t26	 5034	 1137000
t27	 5662	 1140775
t28	 5033	 1152520
t29	 4893	 1241933
t30	 4964	 1133575
t31	 5872	 1142174
t32	 5313	 1186496
t33	 4684	 1156505
t34	 4684	 1137769
t35	 4684	 1189502
t36	 4264	 1138957
t37	 4684	 1129240
t38	 4544	 1249484
t39	 5033	 1132945
t40	 5453	 1131338
t41	 4894	 1218025
t42	 5103	 1136231
t43	 4544	 1127842
t44	 5174	 1132386
t45	 4474	 1230258
t46	 6012	 1265423
t47	 3845	 1131268
t48	 4754	 1282341
t49	 5243	 1142523
t50	 5383	 1142453
t51	 4544	 1204602
t52	 5033	 1141124
t53	 4824	 1133155
t54	 4893	 1225785
t55	 4405	 1132246
t56	 4545	 1145039
t57	 5103	 1282690
t58	 4894	 1154197
t59	 4404	 1146228
t60	 4824	 1232495
t61	 5313	 1148465
t62	 4404	 1166292
t63	 4893	 1161259
t64	 4055	 1213900
t65	 4963	 1148325
t66	 5104	 1161049
t67	 4124	 1255076
t68	 5313	 1151051
t69	 4614	 1152939
t70	 5173	 1208307
t71	 4474	 1152100
t72	 4753	 1164334
t73	 4753	 1225085
t74	 4893	 1154687
t75	 4754	 1150632
t76	 4963	 1288213
t77	 4963	 1152869
t78	 4474	 1149724
t79	 4894	 1145110
t80	 5453	 1151891
t81	 5034	 1155036
t82	 5173	 1147766
t83	 4894	 1210754
t84	 4474	 1151122
t85	 4754	 1147347
t86	 4823	 1457883
t87	 4824	 1138748
t88	 4055	 1142663
t89	 3635	 1210684
t90	 4614	 1141335
t91	 4754	 1156225
t92	 4963	 1214669
t93	 4894	 1147906
t94	 4404	 1153709
t95	 4474	 1289751
t96	 4754	 1147417
t97	 4475	 1153219
t98	 4824	 1217605
t99	 5104	 1140286
27 59979

t0	 5173	 1277866
t1	 5313	 1321630
t2	 5173	 1234943
t3	 5243	 1248085
t4	 5383	 1367001
t5	 5313	 1239906
t6	 5453	 1247736
t7	 4824	 1329949
t8	 6432	 1239627
t9	 4823	 1234453
t10	 4475	 1315478
t11	 5243	 1234034
t12	 5034	 1245289
t13	 6222	 1359730
t14	 4894	 1250042
t15	 5592	 1252000
t16	 4754	 1305271
t17	 4823	 1242353
t18	 5313	 1238578
t19	 4963	 1312402
t20	 4823	 1238438
t21	 5383	 1249764
t22	 4055	 1354486
t23	 5033	 1227323
t24	 4824	 1474661
t25	 5942	 1258012
t26	 4894	 1214039
t27	 5104	 1224246
t28	 5033	 1280244
t29	 5033	 1219353
t30	 5453	 1227951
t31	 5103	 1323727
t32	 4195	 1242563
t33	 4194	 1214249
t34	 5244	 1297091
t35	 4684	 1217675
t36	 5174	 1230538
t37	 5033	 1293596
t38	 4894	 1223827
t39	 4963	 1233404
t40	 4754	 1343022
t41	 4684	 1221589
t42	 4894	 1222988
t43	 4544	 1294226
t44	 5034	 1209705
t45	 5243	 1221101
t46	 5103	 1307578
t47	 4824	 1216137
t48	 5034	 1234383
t49	 4824	 1341623
t50	 4824	 1222429
t51	 5033	 1221030
t52	 4404	 1281852
t53	 5592	 1209636
t54	 5243	 1222219
t55	 5103	 1282900
t56	 5103	 1218444
t57	 4963	 1228231
t58	 4823	 1326314
t59	 4474	 1218583
t60	 4823	 1219843
t61	 5103	 1277028
t62	 5033	 1495563
t63	 4824	 1203134
t64	 5243	 1284298
t65	 4824	 1224456
t66	 5313	 1233824
t67	 5104	 1343931
t68	 4824	 1236340
t69	 4963	 1243960
t70	 5033	 1299748
t71	 4824	 1246757
t72	 5314	 1240675
t73	 5104	 1315897
t74	 5173	 1242493
t75	 4893	 1245918
t76	 5453	 1235711
t77	 5243	 1251930
t78	 5313	 1327642
t79	 4824	 1237669
t80	 5243	 1245079
t81	 4754	 1315478
t82	 4474	 1235922
t83	 4824	 1240815
t84	 5103	 1385317
t85	 5523	 1237460
t86	 5243	 1241095
t87	 4684	 1319113
t88	 5663	 1234243
t89	 5034	 1248714
t90	 4824	 1318274
t91	 5173	 1234244
t92	 5174	 1257733
t93	 4893	 1358192
t94	 5243	 1235711
t95	 5173	 1270176
t96	 6082	 1299469
t97	 4963	 1233125
t98	 4684	 1240046
t99	 5873	 1502834
28 41945

t0	 6082	 1011653
t1	 4474	 1057164
t2	 4614	 1161399
t3	 4684	 1024516
t4	 4405	 1018085
t5	 4684	 1030669
t6	 4894	 1095683
t7	 4265	 1020322
t8	 4264	 1035003
t9	 4334	 1094006
t10	 4614	 1025985
t11	 4823	 1039197
t12	 4614	 1026754
t13	 4404	 1127912
t14	 4265	 1032835
t15	 5034	 1024027
t16	 4754	 1032486
t17	 4684	 1025845
t18	 4055	 1031088
t19	 4474	 1019903
t20	 5313	 1106939
t21	 4544	 1030459
t22	 4754	 1024796
t23	 4894	 1022559
t24	 5243	 1143082
t25	 5033	 1019903
t26	 4894	 1026754
t27	 4894	 1100648
t28	 4334	 1026824
t29	 4055	 1025145
t30	 4614	 1029689
t31	 4684	 1093237
t32	 4544	 1024097
t33	 4684	 1028361
t34	 4824	 1134693
t35	 4754	 1021161
t36	 4614	 1023188
t37	 4683	 1019763
t38	 4753	 1088763
t39	 4404	 1025145
t40	 4894	 1015988
t41	 4684	 1086876
t42	 4824	 1003194
t43	 4824	 1008438
t44	 4614	 1192858
t45	 5732	 1152280
t46	 4684	 1004480
t47	 4124	 1012309
t48	 4893	 1076421
t49	 5173	 1004885
t50	 4754	 1005794
t51	 4264	 1019636
t52	 4474	 1082618
t53	 4893	 1017885
t54	 4823	 1018024
t55	 4754	 1011383
t56	 4544	 1016068
t57	 5173	 1014670
t58	 4683	 1007330
t59	 4124	 1083596
t60	 4404	 1012712
t61	 4613	 1011174
t62	 4474	 1007540
t63	 4124	 1082966
t64	 4683	 1012433
t65	 4754	 1014880
t66	 4683	 1157835
t67	 5593	 1005232
t68	 4824	 1009217
t69	 4893	 1021381
t70	 4963	 1083386
t71	 4404	 1008728
t72	 4124	 1011664
t73	 3566	 1019213
t74	 4404	 1012713
t75	 4334	 1022569
t76	 4194	 1015718
t77	 4404	 1139800
t78	 3984	 1005303
t79	 3006	 1010475
t80	 4474	 1020122
t81	 4823	 1108412
t82	 5103	 1016348
t83	 4683	 1011733
t84	 4893	 1107364
t85	 5033	 1015788
t86	 4124	 1006631
t87	 4613	 1020821
t88	 4684	 1143085
t89	 5103	 1059618
t90	 6571	 1148328
t91	 3844	 1067238
t92	 4334	 1007189
t93	 3845	 1010126
t94	 3145	 1011245
t95	 4684	 1080380
t96	 4264	 1006840
t97	 4544	 1013901
t98	 4683	 1137563
t99	 5033	 1007959
29 96696

t0	 4404	 3093153
t1	 32226	 2968372
t2	 35861	 3027232
t3	 44250	 3063512
t4	 34743	 3028420
t5	 33904	 3026533
t6	 34952	 2956208
t7	 34114	 3060227
t8	 42992	 3031426
t9	 34044	 3034223
t10	 34463	 2956698
t11	 35652	 3054005
t12	 36490	 3306502
t13	 35441	 3007239
t14	 42991	 3060786
t15	 31457	 2947400
t16	 36631	 3026183
t17	 41384	 3013111
t18	 35372	 3097207
t19	 36350	 2986967
t20	 32087	 2905807
t21	 35023	 2990462
t22	 34463	 3015487
t23	 32925	 2993887
t24	 32785	 2908394
t25	 36980	 2989903
t26	 35652	 3034362
t27	 34393	 2995845
t28	 32926	 3167251
t29	 48794	 2958166
t30	 40545	 3021150
t31	 37259	 3056871
t32	 35861	 3028630
t33	 34113	 3067078
t34	 36840	 2947051
t35	 43271	 3005491
t36	 36630	 3032125
t37	 34743	 3064282
t38	 32366	 2962081
t39	 35232	 3045827
t40	 36491	 3020661
t41	 43341	 3100841
t42	 35092	 3029958
t43	 32086	 2982982
t44	 34812	 3074417
t45	 57811	 3245055
t46	 46697	 3046596
t47	 34743	 3037298
t48	 31527	 2897418
t49	 36141	 3035830
t50	 34953	 3002066
t51	 35652	 3014859
t52	 35442	 2926499
t53	 34533	 3034292
t54	 35093	 2968582
t55	 35023	 2989343
t56	 33695	 3029119
t57	 33694	 2908324
t58	 34673	 2984519
t59	 34603	 2987036
t60	 33694	 3053306
t61	 31038	 3276723
t62	 39216	 2970749
t63	 35931	 3039675
t64	 35232	 3070643
t65	 35022	 3069874
t66	 32017	 2949078
t67	 35581	 3026533
t68	 44180	 3070153
t69	 35931	 3029259
t70	 34393	 3031985
t71	 32086	 2964037
t72	 35162	 3079871
t73	 44040	 3013390
t74	 36071	 3038696
t75	 32715	 3062743
t76	 35511	 2959564
t77	 35442	 3306223
t78	 44809	 3042610
t79	 36630	 3067497
t80	 33904	 3019123
t81	 34114	 2920067
t82	 34323	 2997103
t83	 35931	 3042610
t84	 38028	 3009057
t85	 31107	 2916013
t86	 33904	 2988295
t87	 33694	 3022758
t88	 36700	 3032125
t89	 35302	 2981235
t90	 34463	 2924891
t91	 33974	 3027581
t92	 34882	 3067707
t93	 35511	 3318036
t94	 33764	 2975921
t95	 45578	 2963059
t96	 34813	 3041562
t97	 36280	 3059667
t98	 33624	 3093362
t99	 32156	 2986827
30 10879

t0	 6641	 313174
t1	 3076	 232644
t2	 2587	 227191
t3	 2517	 226422
t4	 2517	 237607
t5	 2726	 231735
t6	 2377	 236628
t7	 2307	 226492
t8	 2796	 246485
t9	 2517	 237187
t10	 2237	 233063
t11	 2866	 249560
t12	 2586	 250260
t13	 2377	 237886
t14	 2377	 293600
t15	 3216	 235860
t16	 2307	 251238
t17	 2516	 243199
t18	 2796	 234391
t19	 2237	 235509
t20	 2376	 255922
t21	 2726	 238445
t22	 2517	 236069
t23	 2516	 244737
t24	 3635	 256691
t25	 3005	 240543
t26	 3286	 238166
t27	 2797	 238795
t28	 2446	 243689
t29	 3286	 365812
t30	 2866	 235230
t31	 2516	 230756
t32	 2237	 254804
t33	 2657	 239494
t34	 2307	 232503
t35	 2656	 242150
t36	 2237	 240962
t37	 2867	 239704
t38	 2726	 245367
t39	 2797	 234531
t40	 2796	 246554
t41	 2656	 242780
t42	 2936	 233692
t43	 2306	 306114
t44	 2656	 251588
t45	 2726	 241102
t46	 2237	 235719
t47	 2447	 238935
t48	 3006	 246624
t49	 2867	 235020
t50	 2587	 237397
t51	 3216	 237397
t52	 2377	 250259
t53	 2447	 240822
t54	 2307	 238865
t55	 2237	 240612
t56	 2586	 252706
t57	 2516	 300731
t58	 2587	 239424
t59	 2237	 238585
t60	 2727	 250399
t61	 2307	 239214
t62	 2377	 236488
t63	 2237	 233273
t64	 2447	 255712
t65	 2517	 235510
t66	 2376	 234881
t67	 2307	 243688
t68	 2517	 247184
t69	 2586	 234880
t70	 2726	 243060
t71	 3006	 347497
t72	 3006	 250539
t73	 2377	 240264
t74	 2377	 227541
t75	 2446	 235090
t76	 2307	 248792
t77	 3076	 238446
t78	 2586	 231525
t79	 2517	 237816
t80	 2237	 250539
t81	 2377	 239564
t82	 2237	 235300
t83	 2377	 237676
t84	 2657	 249421
t85	 2727	 308350
t86	 2866	 233762
t87	 2307	 231735
t88	 2867	 260186
t89	 2726	 236978
t90	 2446	 235090
t91	 2586	 235650
t92	 2447	 247813
t93	 2446	 244807
t94	 2307	 233553
t95	 2376	 235440
t96	 2796	 256201
t97	 2587	 239914
t98	 2237	 232434
t99	 2377	 246066
31 34688

t0	 29220	 975872
t1	 4264	 906596
t2	 5313	 841934
t3	 3565	 748052
t4	 3635	 872832
t5	 3774	 751338
t6	 3845	 757979
t7	 3985	 756650
t8	 4544	 832777
t9	 4683	 759307
t10	 4194	 786010
t11	 3495	 751058
t12	 3076	 753505
t13	 3216	 819146
t14	 4683	 763222
t15	 3775	 764550
t16	 3495	 758608
t17	 4054	 761195
t18	 4614	 876537
t19	 2936	 764690
t20	 3145	 757839
t21	 3495	 763151
t22	 3006	 760216
t23	 4404	 837321
t24	 4404	 751757
t25	 3286	 761194
t26	 4613	 766227
t27	 4474	 827534
t28	 4683	 756022
t29	 4474	 753226
t30	 4544	 758888
t31	 4195	 759167
t32	 3845	 860879
t33	 4124	 760775
t34	 2727	 750359
t35	 3845	 755183
t36	 4334	 762803
t37	 4404	 839628
t38	 3355	 745675
t39	 4334	 747143
t40	 3705	 750919
t41	 3286	 748542
t42	 4124	 813553
t43	 3985	 746934
t44	 3006	 755951
t45	 3076	 748751
t46	 3635	 759726
t47	 113595	 751548
t48	 3775	 739734
t49	 4264	 747913
t50	 4474	 745955
t51	 4055	 819915
t52	 4474	 754693
t53	 4824	 746864
t54	 3705	 746025
t55	 4125	 756301
t56	 4894	 846897
t57	 4684	 750918
t58	 4264	 753575
t59	 4753	 756301
t60	 3705	 751618
t61	 3355	 921836
t62	 5033	 880872
t63	 3775	 732603
t64	 3216	 738266
t65	 3915	 799083
t66	 4963	 745746
t67	 4054	 743299
t68	 4684	 760705
t69	 3565	 751478
t70	 4474	 822432
t71	 3984	 750010
t72	 3565	 743998
t73	 4124	 878216
t74	 8598	 1074509
t75	 9158	 1023827
t76	 7060	 1028161
t77	 5663	 1029280
t78	 5942	 1097857
t79	 5662	 1032636
t80	 5103	 1041513
t81	 5872	 1149656
t82	 7061	 1019353
t83	 4054	 1007399
t84	 4544	 1041164
t85	 5033	 1802918
t86	 4264	 1057032
t87	 4544	 1064862
t88	 5592	 1058989
t89	 4125	 1050601
t90	 5173	 1050881
t91	 4124	 1117570
t92	 3984	 1064302
t93	 4124	 1056263
t94	 7410	 1175520
t95	 6291	 1048573
t96	 4544	 1074648
t97	 3495	 1011663
t98	 5523	 1066609
t99	 5033	 1063743
32 63691

t0	 7899	 3446941
t1	 39077	 3651692
t2	 42012	 3605276
t3	 41943	 3654488
t4	 44949	 3595280
t5	 32016	 3103358
t6	 100733	 3476930
t7	 34742	 3441069
t8	 35022	 3549352
t9	 34184	 3530407
t10	 31527	 2750548
t11	 33065	 2355166
t12	 35932	 2485888
t13	 36280	 2482812
t14	 30269	 2341255
t15	 34324	 2397528
t16	 33205	 2459744
t17	 28242	 2324129
t18	 32226	 2417451
t19	 33275	 2673094
t20	 26844	 2276523
t21	 35092	 2379912
t22	 31737	 2254014
t23	 34742	 2327483
t24	 34114	 2323918
t25	 30339	 2271141
t26	 33065	 2467853
t27	 33274	 2323219
t28	 35582	 2412208
t29	 45088	 2399136
t30	 32925	 2309728
t31	 40475	 2466315
t32	 34323	 2402422
t33	 29919	 2306513
t34	 34603	 2419059
t35	 33974	 2340626
t36	 35232	 2484560
t37	 47186	 2418220
t38	 33415	 2314342
t39	 33974	 2679594
t40	 28521	 2425560
t41	 29989	 2312034
t42	 34603	 2423812
t43	 33764	 2435627
t44	 28591	 2287428
t45	 36561	 2384596
t46	 31317	 2257089
t47	 33554	 2349853
t48	 34393	 2321472
t49	 30338	 2240103
t50	 33904	 2383478
t51	 31807	 2263101
t52	 34044	 2341465
t53	 33345	 2333915
t54	 29780	 2247583
t55	 34253	 2372153
t56	 32506	 2290504
t57	 35302	 2340836
t58	 33694	 2351601
t59	 30548	 2290504
t60	 34603	 2711402
t61	 34253	 2467643
t62	 45299	 2344890
t63	 34603	 2437863
t64	 33834	 2469181
t65	 35442	 2328672
t66	 36141	 2442478
t67	 32575	 2352860
t68	 34953	 2429195
t69	 36351	 2474284
t70	 49842	 2325666
t71	 34813	 2410600
t72	 43061	 2441289
t73	 29360	 2328532
t74	 33414	 2432551
t75	 33065	 2363625
t76	 31108	 2438702
t77	 37819	 2415424
t78	 36630	 2264080
t79	 33554	 2398787
t80	 31248	 2667152
t81	 26704	 2270232
t82	 34254	 2316858
t83	 31737	 2260725
t84	 33624	 2386972
t85	 32786	 2338599
t86	 30619	 2358941
t87	 34394	 2462260
t88	 39286	 2520281
t89	 33414	 2359430
t90	 36281	 2399835
t91	 35792	 2363974
t92	 35582	 2450376
t93	 34883	 2492739
t94	 30898	 2339787
t95	 32715	 2398716
t96	 34183	 2407595
t97	 30059	 2326505
t98	 35162	 2414306
t99	 32016	 2313362
33 14873

t0	 4963	 342045
t1	 2307	 330440
t2	 2307	 360500
t3	 3145	 462421
t4	 2936	 353718
t5	 2587	 355955
t6	 2307	 324778
t7	 2377	 327155
t8	 2307	 333936
t9	 2377	 389370
t10	 2936	 329671
t11	 2307	 347917
t12	 2236	 338619
t13	 2237	 333796
t14	 2586	 351412
t15	 2377	 335614
t16	 2307	 340997
t17	 2307	 343722
t18	 3146	 342883
t19	 2306	 331699
t20	 2376	 492270
t21	 2446	 328903
t22	 2377	 335544
t23	 2376	 339738
t24	 3076	 338968
t25	 2516	 330441
t26	 2587	 351482
t27	 3355	 339598
t28	 3216	 338690
t29	 2657	 354768
t30	 2376	 415725
t31	 2796	 344491
t32	 2447	 341556
t33	 2377	 340157
t34	 2237	 328623
t35	 2307	 354627
t36	 2936	 333167
t37	 2446	 340996
t38	 2447	 345750
t39	 2866	 341905
t40	 2726	 393704
t41	 3705	 359661
t42	 2307	 326736
t43	 2517	 331978
t44	 3216	 352810
t45	 2936	 335264
t46	 2936	 337222
t47	 2936	 351971
t48	 2796	 331979
t49	 2447	 334565
t50	 2517	 342185
t51	 2587	 440191
t52	 2516	 326666
t53	 2587	 339737
t54	 2376	 327854
t55	 2236	 325967
t56	 2307	 354278
t57	 2587	 323241
t58	 3006	 333167
t59	 3145	 343933
t60	 3006	 331280
t61	 3635	 412858
t62	 3076	 351971
t63	 3355	 333167
t64	 2377	 328693
t65	 2447	 345889
t66	 3286	 328623
t67	 2446	 334495
t68	 2237	 348266
t69	 2586	 331210
t70	 2167	 328553
t71	 3355	 354348
t72	 3145	 396081
t73	 3146	 332048
t74	 2517	 340437
t75	 2866	 329042
t76	 2447	 329252
t77	 3495	 345890
t78	 2936	 330300
t79	 2307	 328064
t80	 2727	 345750
t81	 2307	 330860
t82	 2237	 447462
t83	 2517	 347567
t84	 2237	 331349
t85	 2517	 325897
t86	 2376	 339807
t87	 2797	 330231
t88	 2796	 333377
t89	 2446	 345540
t90	 2517	 335264
t91	 2447	 325757
t92	 2517	 344421
t93	 3216	 334285
t94	 2796	 325897
t95	 2377	 345400
t96	 2516	 327015
t97	 3006	 331070
t98	 3285	 343303
t99	 3216	 332747
34 13789

t0	 2866	 317438
t1	 2447	 334984
t2	 3216	 319535
t3	 2376	 381611
t4	 2797	 338550
t5	 2867	 310029
t6	 2377	 315201
t7	 3495	 330160
t8	 2306	 318697
t9	 2307	 317158
t10	 2307	 333656
t11	 2307	 318417
t12	 2377	 311636
t13	 2307	 337011
t14	 2377	 427399
t15	 2516	 322192
t16	 2236	 323870
t17	 2447	 317858
t18	 2307	 307022
t19	 2377	 327224
t20	 2657	 319955
t21	 2446	 321493
t22	 2237	 333097
t23	 2516	 316110
t24	 2376	 321912
t25	 2237	 404610
t26	 2656	 313174
t27	 2237	 314292
t28	 3286	 330091
t29	 3285	 318557
t30	 2866	 317508
t31	 2307	 331559
t32	 2586	 315131
t33	 3076	 319186
t34	 2237	 334914
t35	 2517	 352810
t36	 3566	 444385
t37	 3774	 351832
t38	 2726	 314852
t39	 2376	 311076
t40	 2447	 328693
t41	 2866	 316599
t42	 3705	 315760
t43	 3705	 334565
t44	 2936	 306533
t45	 2377	 321073
t46	 2447	 425581
t47	 2447	 321563
t48	 2237	 307302
t49	 2237	 327715
t50	 2447	 318557
t51	 2587	 317228
t52	 2236	 331699
t53	 2726	 314013
t54	 2377	 321842
t55	 2726	 333027
t56	 2237	 324499
t57	 2796	 373013
t58	 2586	 333796
t59	 2866	 322191
t60	 2517	 314852
t61	 2587	 332468
t62	 2586	 317858
t63	 2516	 319046
t64	 3426	 338968
t65	 2517	 314222
t66	 2516	 322821
t67	 2866	 332608
t68	 2517	 379164
t69	 2866	 318487
t70	 2167	 329951
t71	 2377	 314153
t72	 2936	 311286
t73	 2517	 336452
t74	 2377	 313244
t75	 2447	 323380
t76	 2587	 328972
t77	 3146	 324289
t78	 2306	 313594
t79	 2517	 443337
t80	 2796	 312195
t81	 2726	 314083
t82	 2447	 335963
t83	 2726	 311357
t84	 2586	 320235
t85	 2377	 326176
t86	 2586	 323380
t87	 2796	 312125
t88	 2517	 332957
t89	 3216	 324708
t90	 4404	 322961
t91	 2167	 333237
t92	 2867	 316390
t93	 3216	 324289
t94	 2936	 332188
t95	 3146	 318557
t96	 2796	 325198
t97	 2307	 335125
t98	 2796	 322192
t99	 2586	 318627
35 30877

t0	 2586	 1013062
t1	 5103	 692618
t2	 4195	 709255
t3	 4404	 686466
t4	 4054	 701076
t5	 4055	 833266
t6	 3216	 705481
t7	 4124	 687095
t8	 4054	 708486
t9	 4264	 694505
t10	 3984	 779370
t11	 3425	 689192
t12	 3566	 713449
t13	 3915	 696882
t14	 4544	 711143
t15	 4265	 762173
t16	 3775	 706458
t17	 4055	 691290
t18	 4614	 716525
t19	 4613	 696812
t20	 4404	 821941
t21	 4404	 690031
t22	 4404	 718693
t23	 3286	 693387
t24	 3984	 714358
t25	 4054	 767486
t26	 4473	 704781
t27	 3286	 689123
t28	 3845	 709675
t29	 4264	 691570
t30	 4543	 788178
t31	 4125	 698559
t32	 4334	 718063
t33	 3705	 703733
t34	 4404	 940640
t35	 4614	 786291
t36	 3705	 717504
t37	 3285	 703313
t38	 3984	 718133
t39	 3566	 701636
t40	 3425	 802508
t41	 3496	 696743
t42	 3075	 712891
t43	 4474	 701496
t44	 3635	 729178
t45	 4754	 780489
t46	 4753	 715686
t47	 3985	 702264
t48	 3565	 716944
t49	 3985	 698490
t50	 3566	 852001
t51	 4683	 700238
t52	 3495	 708346
t53	 3985	 694156
t54	 3635	 720510
t55	 3705	 779300
t56	 5243	 714219
t57	 3286	 703663
t58	 3495	 716525
t59	 3845	 700867
t60	 4404	 716945
t61	 4264	 702474
t62	 3774	 717365
t63	 3425	 704501
t64	 3145	 730367
t65	 3146	 704362
t66	 3355	 823270
t67	 3565	 696812
t68	 3355	 715896
t69	 3076	 697651
t70	 3285	 726871
t71	 4125	 766228
t72	 4264	 731276
t73	 3984	 698840
t74	 4125	 723446
t75	 3705	 704292
t76	 4614	 788458
t77	 4124	 700587
t78	 4055	 718622
t79	 3705	 701495
t80	 3006	 722746
t81	 3705	 816629
t82	 3845	 716175
t83	 3775	 702545
t84	 4614	 713799
t85	 4055	 706879
t86	 4614	 786920
t87	 3985	 718343
t88	 4054	 718483
t89	 3286	 706529
t90	 3215	 719671
t91	 4264	 759866
t92	 4334	 717923
t93	 3425	 699888
t94	 3495	 717015
t95	 4124	 700517
t96	 3915	 856335
t97	 3845	 692059
t98	 4194	 951756
t99	 4474	 686186
36 96433

t0	 36770	 2877775
t1	 41733	 3180044
t2	 36421	 3188153
t3	 31667	 3033943
t4	 36211	 3129922
t5	 50960	 3166272
t6	 34882	 3170257
t7	 33625	 3059248
t8	 34603	 3020031
t9	 105137	 2936635
t10	 35512	 3025973
t11	 36560	 2996194
t12	 33834	 3004513
t13	 30967	 2923563
t14	 34113	 3038696
t15	 33345	 3267914
t16	 36700	 3034222
t17	 34952	 3060157
t18	 30828	 2953692
t19	 34952	 3073998
t20	 36630	 3053027
t21	 36700	 3092313
t22	 45088	 3036599
t23	 36420	 2990252
t24	 38238	 3052188
t25	 38727	 3698179
t26	 30269	 3073503
t27	 45086	 3066141
t28	 29778	 2993671
t29	 34461	 3122420
t30	 35021	 3073631
t31	 34601	 3334014
t32	 47254	 3144860
t33	 34392	 2992825
t34	 38446	 2989050
t35	 36209	 3050703
t36	 36349	 3099354
t37	 33552	 3007295
t38	 37257	 2946900
t39	 35161	 2995621
t40	 35440	 3031900
t41	 34951	 3004289
t42	 32924	 2977517
t43	 38796	 2924671
t44	 35790	 3062027
t45	 34601	 2997089
t46	 33273	 3025888
t47	 30966	 3175617
t48	 140083	 2956546
