Random Values=100Normal Distribution Parameters
s=200,l=50000,u=1000000
	Array	Vector
t13	 4818	 1066213
t14	 4539	 1095047
t15	 4748	 1152300
t16	 4678	 1052737
t17	 4329	 1063699
t18	 4538	 1227495
t19	 4818	 1074242
t20	 5725	 1073055
t21	 5027	 1057346
t22	 6144	 1147133
t23	 5236	 1071239
t24	 4957	 1066003
t25	 4608	 1137498
t26	 4120	 1068447
t27	 4887	 1063768
t28	 5306	 1229171
t29	 4957	 1052528
t30	 4329	 1046872
t31	 4818	 1049874
t32	 4817	 1121160
t33	 3910	 1048268
t34	 4677	 1065514
t35	 4887	 1127653
t36	 4608	 1058881
t37	 4120	 1056088
t38	 6912	 1056368
t39	 4748	 1152998
t40	 4259	 1029976
t41	 4399	 1027881
t42	 4469	 1108802
t43	 4678	 1014685
t44	 4189	 1028440
t45	 4887	 1097561
t46	 7540	 1151671
t47	 6144	 1054971
t48	 6004	 1051062
t49	 5306	 1209761
t50	 4887	 1034584
t51	 4888	 1039751
t52	 5027	 1056577
t53	 5027	 1129399
t54	 4538	 1081572
t55	 3631	 1054063
t56	 4887	 1142664
t57	 3841	 1074241
t58	 5864	 1054971
t59	 4957	 1200335
t60	 5376	 1045825
t61	 4608	 1027672
t62	 4678	 1060627
t63	 5097	 1111245
t64	 4748	 1045475
t65	 5027	 1049246
t66	 4538	 1128980
t67	 4887	 1051271
t68	 4258	 1058392
t69	 4329	 1045336
t70	 5096	 1234407
t71	 5167	 1102030
t72	 5027	 1025159
t73	 3910	 1106777
t74	 4748	 1050363
t75	 4677	 1024740
t76	 5027	 1041985
t77	 5096	 1114318
t78	 4748	 1032978
t79	 4399	 1078640
t80	 5655	 1397086
t81	 7052	 1546500
t82	 13335	 1633495
t83	 7889	 1406093
t84	 5725	 1406093
t85	 6632	 1464811
t86	 6074	 1394992
t87	 5586	 1404697
t88	 7960	 1407978
t89	 6074	 1435976
t90	 6424	 1454408
t91	 6353	 1432833
t92	 5935	 1441072
t93	 6772	 1496579
t94	 7540	 1436255
t95	 5376	 1573031
t96	 6493	 1446588
t97	 6982	 1467255
t98	 5935	 1516896
t99	 7122	 1466067
25 57738

t0	 6074	 1870183
t1	 6703	 1696682
t2	 6563	 1847631
t3	 7121	 1698496
t4	 6004	 1575893
t5	 6354	 1242087
t6	 5097	 1248581
t7	 5586	 1343046
t8	 5167	 1246416
t9	 6074	 1224633
t10	 5306	 1347096
t11	 5166	 1220513
t12	 5027	 1221141
t13	 4957	 1273576
t14	 4957	 1239155
t15	 5166	 1214648
t16	 5306	 1309254
t17	 5167	 1218349
t18	 4747	 1214928
t19	 5306	 1349539
t20	 4748	 1197123
t21	 4329	 1205990
t22	 4747	 1297943
t23	 4888	 1233849
t24	 5725	 1230846
t25	 5097	 1290611
t26	 5725	 1207596
t27	 4817	 1230497
t28	 4817	 1317772
t29	 5865	 1225750
t30	 5166	 1226238
t31	 4678	 1300386
t32	 7960	 1381168
t33	 6005	 1571914
t34	 10822	 1652067
t35	 4957	 1546360
t36	 5725	 1689839
t37	 5167	 1349121
t38	 5725	 1226518
t39	 5935	 1322310
t40	 5097	 1207806
t41	 5586	 1231824
t42	 5167	 1364620
t43	 5585	 1567097
t44	 5446	 1700312
t45	 5167	 1556554
t46	 5376	 1546989
t47	 5097	 1633285
t48	 8587	 1457061
t49	 6213	 1649343
t50	 4887	 1555297
t51	 5167	 1704641
t52	 6424	 1327825
t53	 4119	 1219396
t54	 5376	 1331387
t55	 4887	 1249279
t56	 4189	 1201383
t57	 5236	 1301154
t58	 5096	 1216394
t59	 6842	 1242087
t60	 5097	 1335157
t61	 6004	 1207876
t62	 5376	 1200126
t63	 4957	 1305204
t64	 5097	 1192934
t65	 5166	 1192376
t66	 5655	 1290961
t67	 4957	 1295988
t68	 4608	 1187698
t69	 4609	 1321192
t70	 4817	 1224702
t71	 6354	 1214299
t72	 5376	 1270085
t73	 4818	 1209132
t74	 4398	 1196705
t75	 4678	 1273715
t76	 4608	 1206340
t77	 4888	 1304087
t78	 5236	 1318539
t79	 5027	 1206898
t80	 4119	 1200265
t81	 4957	 1307508
t82	 4957	 1191189
t83	 4399	 1192515
t84	 4957	 1308276
t85	 4817	 1206060
t86	 4817	 1206340
t87	 4957	 1452733
t88	 5167	 1183509
t89	 5376	 1193004
t90	 5236	 1273436
t91	 5376	 1193283
t92	 5097	 1213322
t93	 5795	 1280279
t94	 5166	 1339834
t95	 5516	 1518293
t96	 4259	 1637195
t97	 4119	 1506354
t98	 5027	 1591533
t99	 5795	 1529673
26 63386

t0	 5655	 2559440
t1	 30231	 2524460
t2	 45592	 2400112
t3	 33234	 2396202
t4	 27509	 2252304
t5	 32536	 2374418
t6	 33583	 2322053
t7	 34212	 2517199
t8	 41334	 2494019
t9	 33304	 2313257
t10	 34282	 2439001
t11	 36376	 2464345
t12	 26671	 2327988
t13	 34002	 2526345
t14	 33932	 2362130
t15	 40216	 2401718
t16	 35120	 2514407
t17	 30372	 2321495
t18	 33094	 2597840
t19	 34910	 2425386
t20	 32955	 2317306
t21	 40495	 2675060
t22	 32396	 3181601
t23	 36445	 3148785
t24	 32047	 2865388
t25	 31488	 3077779
t26	 32327	 3051806
t27	 32186	 2996160
t28	 33374	 3095094
t29	 26322	 2992879
t30	 32955	 3112479
t31	 33514	 2581363
t32	 33652	 2315351
t33	 44544	 2452128
t34	 32954	 2434253
t35	 32955	 2424968
t36	 27299	 2408979
t37	 34491	 2482638
t38	 27370	 2465812
t39	 47128	 2461273
t40	 32885	 2469583
t41	 29813	 2424758
t42	 34490	 2422454
t43	 32466	 2300620
t44	 34142	 2432438
t45	 39379	 2565723
t46	 29114	 2378467
t47	 34072	 2578780
t48	 30441	 2427690
t49	 31070	 2270736
t50	 34630	 2355009
t51	 35678	 2378189
t52	 37284	 2465323
t53	 32745	 2320029
t54	 34211	 2335459
t55	 34002	 2372673
t56	 34421	 2436348
t57	 41054	 2283025
t58	 38959	 2369950
t59	 33723	 2361921
t60	 33165	 2310045
t61	 39657	 2536051
t62	 31978	 2287074
t63	 40425	 2407024
t64	 32815	 2494647
t65	 31139	 2337903
t66	 43358	 2468395
t67	 32885	 2462321
t68	 29743	 2358988
t69	 34910	 2739713
t70	 26461	 2603775
t71	 25903	 2321006
t72	 33862	 2429855
t73	 33024	 2346350
t74	 34980	 2729659
t75	 32955	 2473073
t76	 37213	 2316538
t77	 34142	 2446611
t78	 34142	 2538703
t79	 33723	 2605031
t80	 28346	 2472654
t81	 36167	 2482429
t82	 31419	 2502886
t83	 31279	 2395504
t84	 33514	 2438931
t85	 27090	 2480684
t86	 26880	 2378538
t87	 34072	 2430204
t88	 31419	 2977099
t89	 37284	 2937581
t90	 37144	 2510706
t91	 34211	 2315561
t92	 36725	 2482918
t93	 34142	 2547709
t94	 30721	 2350470
t95	 40426	 2447309
t96	 40076	 2518596
t97	 26880	 2351448
t98	 33792	 2533467
t99	 42730	 2352076
27 41823

t0	 40775	 1367971
t1	 4888	 1021319
t2	 4957	 1030046
t3	 5027	 1130935
t4	 5027	 1028719
t5	 4817	 1019154
t6	 4748	 1164379
t7	 4888	 1028091
t8	 3840	 1034026
t9	 4957	 1028231
t10	 4259	 1142943
t11	 4259	 1021039
t12	 6423	 1042054
t13	 5306	 1198170
t14	 4678	 1047850
t15	 4957	 1027322
t16	 4399	 1028021
t17	 4678	 1162633
t18	 3770	 1015314
t19	 5236	 1034514
t20	 4818	 1127653
t21	 4747	 1031372
t22	 4887	 1082340
t23	 7261	 1024809
t24	 4468	 1139173
t25	 4608	 1116342
t26	 5027	 1030604
t27	 3561	 1181414
t28	 4120	 1021388
t29	 4818	 1026624
t30	 11241	 1031791
t31	 5516	 1034584
t32	 4957	 1037587
t33	 4399	 1030674
t34	 5167	 1125140
t35	 3980	 1025577
t36	 4748	 1026974
t37	 4608	 1013080
t38	 5515	 1020830
t39	 3980	 1034165
t40	 4189	 1030814
t41	 4538	 1107895
t42	 4328	 1024111
t43	 4817	 1023692
t44	 4608	 1030045
t45	 4468	 1127653
t46	 5166	 1026554
t47	 3351	 1007005
t48	 4818	 1146574
t49	 4818	 1027881
t50	 5236	 1002677
t51	 5236	 1020899
t52	 5237	 1115015
t53	 5306	 1010217
t54	 4399	 1022715
t55	 4259	 1134146
t56	 5097	 1003025
t57	 4538	 1014894
t58	 5027	 1023413
t59	 4608	 1155860
t60	 4608	 1021807
t61	 4469	 1018595
t62	 4957	 1123115
t63	 5167	 1012591
t64	 5655	 1019502
t65	 4888	 1010706
t66	 4329	 1119973
t67	 4399	 1034235
t68	 4748	 1009729
t69	 4887	 1159910
t70	 4748	 1011753
t71	 5027	 1015384
t72	 4887	 1018735
t73	 5027	 1128351
t74	 5306	 1035212
t75	 6423	 1011404
t76	 4818	 1103705
t77	 6703	 1020620
t78	 5096	 1016641
t79	 4887	 1012591
t80	 4818	 1153626
t81	 3909	 1018735
t82	 4748	 1004212
t83	 4538	 1019433
t84	 6423	 1027462
t85	 4818	 1014755
t86	 4120	 1024949
t87	 4818	 1125349
t88	 4190	 1007075
t89	 4538	 1015802
t90	 4957	 1014965
t91	 4818	 1141058
t92	 4398	 1012661
t93	 4678	 1018875
t94	 4259	 1104543
t95	 4469	 1003863
t96	 3352	 1019084
t97	 3910	 1009170
t98	 4050	 1096862
t99	 4469	 1011473
28 75903

t0	 4538	 2418963
t1	 24576	 2438233
t2	 36097	 2538005
t3	 34840	 2583737
t4	 27927	 2459947
t5	 35120	 2592394
t6	 34491	 2568865
t7	 28975	 2476843
t8	 34002	 2572706
t9	 33653	 2590998
t10	 31698	 2502118
t11	 34700	 2579617
t12	 34211	 2583527
t13	 37284	 2492413
t14	 35050	 2612921
t15	 32955	 2554343
t16	 28207	 2502398
t17	 34491	 2648250
t18	 33793	 2747393
t19	 27020	 2476354
t20	 38540	 2562721
t21	 38680	 2576475
t22	 26183	 2424129
t23	 34002	 2576615
t24	 40286	 2578361
t25	 25554	 2427202
t26	 33722	 2567189
t27	 40216	 2669615
t28	 24576	 2431251
t29	 33863	 2583038
t30	 36725	 2572635
t31	 27718	 2468325
t32	 35398	 2601541
t33	 33024	 2618088
t34	 34072	 2475307
t35	 34630	 2596164
t36	 32397	 2627863
t37	 24507	 2464973
t38	 35748	 2606009
t39	 32815	 2631632
t40	 28276	 2487455
t41	 45382	 2608732
t42	 34630	 2597212
t43	 26322	 2481521
t44	 34560	 2591696
t45	 33374	 2601122
t46	 26741	 2519223
t47	 32466	 2526555
t48	 37842	 2499953
t49	 27160	 2423152
t50	 34072	 2514337
t51	 33095	 2488363
t52	 34141	 2463438
t53	 33024	 2556716
t54	 35538	 2457294
t55	 170360	 2423083
t56	 33234	 2509449
t57	 32676	 2451428
t58	 34491	 2578501
t59	 36027	 2595955
t60	 32606	 2499744
t61	 36027	 2618646
t62	 34351	 2595886
t63	 33374	 2475307
t64	 34910	 2613131
t65	 33443	 2624371
t66	 34631	 2505679
t67	 53551	 2522714
t68	 34700	 2670033
t69	 36446	 2663959
t70	 33653	 2493879
t71	 34700	 2601471
t72	 32466	 2662074
t73	 24367	 2511264
t74	 33583	 2612502
t75	 33303	 2571938
t76	 26391	 2434253
t77	 34421	 2553086
t78	 34909	 2525996
t79	 33304	 2449334
t80	 34980	 2540867
t81	 32187	 2449963
t82	 39587	 2408909
t83	 33653	 2515174
t84	 33723	 2451149
t85	 33653	 2529767
t86	 33304	 2618297
t87	 30232	 2484034
t88	 34281	 2589113
t89	 43497	 2559788
t90	 35258	 2482080
t91	 34770	 2619833
t92	 36865	 2610826
t93	 35189	 2568725
t94	 55786	 2530535
t95	 36306	 2646435
t96	 41124	 2601331
t97	 35259	 2476983
t98	 36236	 2605381
t99	 40425	 2640360
29 55926

t0	 31279	 1545104
t1	 5237	 1190281
t2	 6004	 1360082
t3	 5236	 1181832
t4	 5097	 1191189
t5	 4957	 1303319
t6	 5167	 1207945
t7	 5237	 1221351
t8	 5446	 1524088
t9	 6214	 1733127
t10	 5795	 1789681
t11	 5307	 1211855
t12	 5935	 1191049
t13	 5446	 1300247
t14	 5306	 1168148
t15	 5445	 1186650
t16	 4678	 1290681
t17	 5097	 1176107
t18	 4888	 1179180
t19	 5167	 1360501
t20	 4608	 1192515
t21	 4887	 1228053
t22	 5237	 1295918
t23	 5446	 1165984
t24	 5166	 1174153
t25	 5166	 1241389
t26	 8937	 1337810
t27	 5166	 1201732
t28	 5795	 1446169
t29	 5376	 1160398
t30	 4958	 1175829
t31	 6493	 1344722
t32	 5097	 1166403
t33	 4539	 1167101
t34	 4538	 1297873
t35	 5097	 1171011
t36	 4678	 1174781
t37	 5027	 1169126
t38	 5237	 1170103
t39	 4678	 1196984
t40	 4608	 1174153
t41	 5097	 1279301
t42	 4538	 1173176
t43	 4189	 1182182
t44	 3910	 1298641
t45	 4608	 1165565
t46	 4957	 1172128
t47	 5027	 1307159
t48	 4957	 1167730
t49	 5237	 1187279
t50	 5237	 1229869
t51	 4747	 1178831
t52	 4817	 1180506
t53	 5097	 1237269
t54	 5167	 1170103
t55	 5027	 1212972
t56	 5236	 1547268
t57	 7401	 1596979
t58	 7122	 1655069
t59	 6632	 1637475
t60	 4189	 1644805
t61	 5516	 1699195
t62	 4677	 1638801
t63	 4329	 1771667
t64	 5515	 1648645
t65	 4189	 1774530
t66	 4120	 1684044
t67	 5167	 1752537
t68	 4678	 1723701
t69	 4189	 1795615
t70	 4259	 1654580
t71	 4190	 1621346
t72	 3979	 1699474
t73	 5097	 1658141
t74	 4538	 1660445
t75	 5655	 1630422
t76	 4399	 1760217
t77	 5027	 1239015
t78	 10473	 1275042
t79	 5726	 1322589
t80	 7122	 1657024
t81	 4678	 1541054
t82	 5795	 1203267
t83	 5446	 1193004
t84	 5097	 1400089
t85	 5236	 1185534
t86	 4957	 1203408
t87	 5097	 1340812
t88	 5515	 1189652
t89	 5446	 1212065
t90	 5445	 1318120
t91	 5376	 1199986
t92	 5446	 1202220
t93	 5306	 1362247
t94	 5027	 1192306
t95	 6004	 1202429
t96	 5027	 1344582
t97	 5306	 1189513
t98	 4887	 1199567
t99	 4469	 1320215
30 39132

t0	 5655	 608546
t1	 3002	 718162
t2	 3281	 816608
t3	 4189	 816398
t4	 4817	 980195
t5	 4678	 803552
t6	 4678	 809835
t7	 4259	 816049
t8	 2654	 817446
t9	 7471	 865132
t10	 3212	 807881
t11	 3142	 808090
t12	 3561	 871416
t13	 4259	 877560
t14	 3421	 816678
t15	 3701	 812349
t16	 4398	 835110
t17	 4399	 962879
t18	 4818	 807671
t19	 4049	 830711
t20	 4747	 812558
t21	 4887	 813396
t22	 4748	 916659
t23	 4049	 806414
t24	 4119	 810045
t25	 4399	 818702
t26	 5027	 943261
t27	 4329	 812698
t28	 3281	 804180
t29	 4678	 817515
t30	 3840	 972166
t31	 5306	 805018
t32	 3212	 800130
t33	 3840	 814234
t34	 4608	 807670
t35	 4398	 913447
t36	 2862	 802015
t37	 3351	 800340
t38	 3980	 790984
t39	 4259	 915472
t40	 5027	 790845
t41	 4399	 789517
t42	 4748	 801038
t43	 4189	 807531
t44	 4119	 942841
t45	 4328	 790984
t46	 4469	 795871
t47	 4329	 801945
t48	 3840	 977402
t49	 3840	 1040868
t50	 4468	 787144
t51	 4329	 792800
t52	 3631	 909119
t53	 5166	 809975
t54	 4468	 792939
t55	 4748	 794266
t56	 5236	 804808
t57	 4678	 942213
t58	 3281	 794126
t59	 3630	 801387
t60	 3840	 810603
t61	 3980	 914215
t62	 5306	 792171
t63	 3281	 801108
t64	 3421	 798594
t65	 4398	 814443
t66	 3631	 905488
t67	 3561	 793079
t68	 3072	 793358
t69	 3421	 803133
t70	 3491	 962949
t71	 4817	 787213
t72	 4468	 794126
t73	 4189	 798455
t74	 4119	 805017
t75	 5376	 916031
t76	 4120	 803830
t77	 3910	 800479
t78	 3979	 805646
t79	 4468	 927411
t80	 5237	 796569
t81	 3352	 807671
t82	 3281	 794056
t83	 3561	 796779
t84	 4329	 935649
t85	 4329	 791682
t86	 3980	 794614
t87	 4049	 803133
t88	 3840	 943819
t89	 4818	 793148
t90	 4468	 788470
t91	 4887	 799083
t92	 4119	 798384
t93	 4399	 891035
t94	 3491	 786725
t95	 3909	 797477
t96	 4119	 803342
t97	 4538	 976075
t98	 5097	 796290
t99	 4328	 797128
31 79439

t0	 4189	 2715416
t1	 30162	 2579966
t2	 42520	 2650623
t3	 34212	 2673874
t4	 32396	 2526694
t5	 34910	 2636590
t6	 35817	 2653416
t7	 33792	 2665285
t8	 35258	 2561953
t9	 34770	 2691817
t10	 30721	 2681344
t11	 26112	 2511264
t12	 35259	 2698101
t13	 32816	 2682531
t14	 29045	 2540588
t15	 41612	 2654324
t16	 32047	 2722398
t17	 29045	 2496253
t18	 34910	 2629259
t19	 34351	 2648041
t20	 30232	 2493669
t21	 34351	 2608802
t22	 38331	 2623883
t23	 29254	 2450591
t24	 33653	 2563629
t25	 33583	 2578081
t26	 31140	 2483476
t27	 34421	 2619903
t28	 32606	 2672198
t29	 33723	 2570401
t30	 34281	 2553156
t31	 35119	 2632401
t32	 33373	 2686232
t33	 32536	 2540658
t34	 35259	 2687628
t35	 41124	 4091067
t36	 33025	 4582666
t37	 36167	 4337530
t38	 36934	 4634123
t39	 33862	 4632936
t40	 31977	 4137219
t41	 44893	 4221909
t42	 37632	 4631818
t43	 33583	 4231964
t44	 31069	 4044987
t45	 35258	 4330828
t46	 36306	 4002467
t47	 24925	 2705781
t48	 37144	 2595815
t49	 28486	 2463508
t50	 35888	 2536189
t51	 33583	 2540169
t52	 29324	 2495624
t53	 34910	 2668777
t54	 36585	 2587227
t55	 33862	 2476145
t56	 34002	 2603565
t57	 35189	 2625698
t58	 30441	 2503025
t59	 37563	 2672547
t60	 34979	 2625629
t61	 31139	 2564117
t62	 34072	 2654255
t63	 35608	 2591417
t64	 37354	 2527043
t65	 33443	 2623674
t66	 34561	 2672966
t67	 30302	 2561115
t68	 45243	 2531512
t69	 33234	 2595746
t70	 34002	 2642385
t71	 32816	 2521388
t72	 33095	 2618925
t73	 32885	 2565723
t74	 30581	 2484663
t75	 34630	 2580943
t76	 36307	 2519922
t77	 34770	 2503305
t78	 35189	 2534096
t79	 34141	 2570122
t80	 34909	 2465463
t81	 39867	 2530395
t82	 34910	 2447658
t83	 91184	 2437326
t84	 36515	 2640360
t85	 32955	 2536888
t86	 37074	 2540868
t87	 33513	 2618786
t88	 47757	 2668358
t89	 35957	 2544009
t90	 34351	 2606288
t91	 31070	 2601750
t92	 27718	 2567399
t93	 34282	 2672756
t94	 33444	 2650414
t95	 28207	 2700893
t96	 34910	 3573287
t97	 34839	 3854101
t98	 36794	 3759635
t99	 37772	 3288075
32 84291

t0	 33095	 2805902
t1	 40775	 2546942
t2	 38610	 2546104
t3	 43986	 2695028
t4	 39308	 2877746
t5	 24856	 2547570
t6	 34560	 2630236
t7	 37912	 2613410
t8	 30441	 2525856
t9	 41263	 2695378
t10	 35259	 2582271
t11	 31628	 2513358
t12	 35677	 2734616
t13	 33932	 2777556
t14	 34141	 2578500
t15	 36446	 2600633
t16	 34700	 2697821
t17	 36306	 2776158
t18	 26950	 2632749
t19	 34700	 2685603
t20	 34560	 2660747
t21	 31488	 2584295
t22	 35538	 2710738
t23	 34071	 2686929
t24	 32816	 2633587
t25	 97398	 2636171
t26	 42589	 2695867
t27	 34211	 2659351
t28	 27858	 2610058
t29	 35119	 2656209
t30	 35329	 2696146
t31	 29184	 2641896
t32	 37562	 2605660
t33	 35818	 2570960
t34	 32675	 2509100
t35	 36307	 2658024
t36	 35119	 2629119
t37	 32047	 2533187
t38	 38121	 2640500
t39	 35329	 2683648
t40	 32676	 2541565
t41	 34421	 2599376
t42	 37283	 2652927
t43	 36027	 2712484
t44	 33583	 2606707
t45	 35748	 2659072
t46	 37144	 2655162
t47	 28347	 2566281
t48	 34211	 2705571
t49	 35259	 2685533
t50	 33373	 2617529
t51	 34700	 2641966
t52	 34770	 2676666
t53	 31349	 2591626
t54	 35399	 2665844
t55	 35608	 2652229
t56	 34072	 2547710
t57	 40426	 2522505
t58	 34701	 2579269
t59	 34979	 2577732
t60	 34142	 2542682
t61	 34630	 2664098
t62	 38400	 2642874
t63	 30581	 2509169
t64	 33374	 2574730
t65	 34421	 2692655
t66	 24925	 2509239
t67	 35887	 2722957
t68	 33024	 2758773
t69	 37004	 2616412
t70	 35328	 2691467
t71	 35469	 2676596
t72	 32606	 2592045
t73	 35049	 2663261
t74	 33583	 2739364
t75	 33164	 2719884
t76	 31419	 2582759
t77	 35259	 2672338
t78	 34211	 2703896
t79	 26950	 2610268
t80	 34839	 2681903
t81	 35608	 2696843
t82	 40006	 2606567
t83	 36026	 2721071
t84	 34630	 2629398
t85	 32257	 2576265
t86	 96211	 2602309
t87	 34770	 2643781
t88	 36585	 2592394
t89	 32187	 2505678
t90	 34421	 2580734
t91	 34212	 2609569
t92	 31000	 2513986
t93	 34560	 2601192
t94	 38540	 2620182
t95	 27579	 2545615
t96	 35748	 2658303
t97	 37563	 2631423
t98	 27998	 2591208
t99	 35119	 2678551
33 24541

t0	 5446	 573846
t1	 2653	 519037
t2	 2443	 527136
t3	 2374	 656512
t4	 2653	 513661
t5	 2234	 528044
t6	 4189	 536283
t7	 3072	 527137
t8	 3142	 539704
t9	 3281	 539913
t10	 4049	 522180
t11	 2933	 544661
t12	 3072	 535724
t13	 2933	 525041
t14	 3980	 535934
t15	 3352	 544731
t16	 3491	 590742
t17	 3910	 536213
t18	 2723	 530627
t19	 3281	 537749
t20	 3421	 550526
t21	 2653	 546057
t22	 3910	 532653
t23	 3561	 665519
t24	 3631	 555134
t25	 2863	 541100
t26	 2723	 544801
t27	 3980	 538028
t28	 4539	 543754
t29	 2862	 541729
t30	 4329	 541240
t31	 3141	 525601
t32	 2653	 533280
t33	 3002	 540193
t34	 2793	 527765
t35	 3421	 548222
t36	 3003	 603658
t37	 3910	 522738
t38	 2513	 542986
t39	 2863	 537260
t40	 3561	 519596
t41	 3142	 558625
t42	 3700	 557020
t43	 4399	 657349
t44	 2723	 540402
t45	 3003	 527974
t46	 3910	 527416
t47	 3491	 538936
t48	 3072	 542427
t49	 2863	 518828
t50	 4399	 610151
t51	 3142	 534956
t52	 2932	 531744
t53	 3701	 540752
t54	 3281	 533211
t55	 2723	 527555
t56	 2653	 610431
t57	 4119	 537470
t58	 3212	 514499
t59	 2933	 536352
t60	 3211	 534188
t61	 3561	 525321
t62	 3072	 534607
t63	 3002	 661120
t64	 2863	 515406
t65	 3002	 540752
t66	 3560	 542218
t67	 3491	 522110
t68	 3211	 542566
t69	 2723	 540472
t70	 3003	 591929
t71	 3211	 530697
t72	 2443	 537819
t73	 2723	 524553
t74	 2653	 537330
t75	 2933	 537260
t76	 3282	 522528
t77	 3141	 607917
t78	 3631	 535515
t79	 2374	 522808
t80	 2583	 534118
t81	 2653	 541798
t82	 2933	 527416
t83	 2863	 646318
t84	 4468	 538028
t85	 3142	 514011
t86	 2723	 540821
t87	 3631	 551504
t88	 3700	 525740
t89	 2862	 529720
t90	 2792	 614062
t91	 4119	 524553
t92	 2933	 540193
t93	 3281	 535236
t94	 2723	 529301
t95	 2025	 542496
t96	 2444	 541449
t97	 3491	 586693
t98	 3560	 535515
t99	 3560	 533071
34 98247

t0	 26392	 3088880
t1	 35329	 2988759
t2	 38820	 2968093
t3	 36167	 3023180
t4	 34421	 3064862
t5	 31628	 3046360
t6	 31559	 2952592
t7	 39587	 3046988
t8	 36655	 3056623
t9	 34701	 3017804
t10	 31837	 3034351
t11	 30302	 2962856
t12	 38401	 3086855
t13	 34421	 3103752
t14	 35747	 3083224
t15	 33933	 3080083
t16	 35748	 2989457
t17	 45592	 3062139
t18	 40635	 3071425
t19	 34770	 3096490
t20	 32745	 2968232
t21	 41263	 2993576
t22	 34560	 3066607
t23	 49712	 3133844
t24	 34421	 3069820
t25	 33024	 2971025
t26	 35538	 3051108
t27	 35189	 3101377
t28	 43987	 3051876
t29	 34490	 3041263
t30	 30441	 2960551
t31	 34839	 3068492
t32	 35398	 3043009
t33	 37633	 3041123
t34	 33164	 3100331
t35	 30720	 2970955
t36	 34840	 3024716
t37	 33234	 3061371
t38	 45871	 3128468
t39	 36027	 3054529
t40	 34491	 2965439
t41	 36166	 3049292
t42	 35329	 3090346
t43	 34351	 3186767
t44	 36236	 3164634
t45	 34700	 3080921
t46	 35817	 3117157
t47	 35957	 3058718
t48	 38890	 3054529
t49	 43777	 3111711
t50	 42032	 3036166
t51	 48803	 3037912
t52	 35398	 3029114
t53	 36097	 3200521
t54	 64513	 3931391
t55	 44406	 3305180
t56	 32047	 3007261
t57	 36167	 3115760
t58	 34839	 3080223
t59	 35678	 3102634
t60	 43707	 3144037
t61	 30581	 2976750
t62	 36166	 3089857
t63	 35398	 3245484
t64	 34002	 3072123
t65	 44265	 3606032
t66	 35468	 3476936
t67	 34282	 3260914
t68	 60184	 4363502
t69	 45942	 4445960
t70	 52364	 4471863
t71	 80502	 4384518
t72	 35119	 3305599
t73	 41054	 3262032
t74	 42450	 3407675
t75	 39030	 3223841
t76	 48245	 3435603
t77	 42869	 4280557
t78	 30371	 3056414
t79	 36865	 3055646
t80	 36166	 3170918
t81	 44336	 3092650
t82	 33374	 3114504
t83	 31559	 2976400
t84	 36236	 3135379
t85	 42241	 3126792
t86	 35817	 3138172
t87	 43149	 3158140
t88	 31000	 2973678
t89	 35747	 3138242
t90	 36446	 3119461
t91	 35468	 3175595
t92	 35957	 3101797
t93	 31628	 3000558
t94	 35119	 3101936
t95	 35398	 3080921
t96	 34910	 3058997
t97	 37074	 3065561
t98	 31348	 2967813
t99	 34910	 3072612
35 58076

t0	 32536	 1646621
t1	 5167	 1498464
t2	 5027	 1187348
t3	 4538	 1267850
t4	 5167	 1198101
t5	 5027	 1213461
t6	 5166	 1326569
t7	 5865	 1212484
t8	 5446	 1222049
t9	 6284	 1844488
t10	 5306	 1709039
t11	 5027	 1757285
t12	 10403	 1595932
t13	 5655	 1200474
t14	 5725	 1337042
t15	 4748	 1219186
t16	 4678	 1230288
t17	 3980	 1290681
t18	 5306	 1326987
t19	 5516	 1210459
t20	 5376	 1222398
t21	 5097	 1235943
t22	 5934	 1416985
t23	 5027	 1213391
t24	 4678	 1218209
t25	 4817	 1301364
t26	 4539	 1227216
t27	 4189	 1221001
t28	 4957	 1293404
t29	 5027	 1226797
t30	 5096	 1243274
t31	 5236	 1359384
t32	 4678	 1215486
t33	 5516	 1220303
t34	 5376	 1303808
t35	 4888	 1213949
t36	 5516	 1219256
t37	 5307	 1316375
t38	 4887	 1216044
t39	 5236	 1217930
t40	 5376	 1351005
t41	 4748	 1222258
t42	 5376	 1218418
t43	 5446	 1301503
t44	 5237	 1217371
t45	 6424	 1223864
t46	 5515	 1313303
t47	 5306	 1219117
t48	 4957	 1218976
t49	 4887	 1344442
t50	 5306	 1211646
t51	 4957	 1218418
t52	 5167	 1307438
t53	 5237	 1207038
t54	 5656	 1222887
t55	 4538	 1301853
t56	 5167	 1217999
t57	 5306	 1221071
t58	 4887	 1368250
t59	 5167	 1208225
t60	 5167	 1245578
t61	 5237	 1313094
t62	 5097	 1211506
t63	 5167	 1213042
t64	 4747	 1296267
t65	 4817	 1211436
t66	 5376	 1225959
t67	 5237	 1353728
t68	 5376	 1215835
t69	 5307	 1216952
t70	 5377	 1292567
t71	 4538	 1210110
t72	 5027	 1218977
t73	 5167	 1289145
t74	 5376	 1224144
t75	 4888	 1228472
t76	 4259	 1329710
t77	 5167	 1198240
t78	 4818	 1216533
t79	 4748	 1289773
t80	 5097	 1207248
t81	 5236	 1215207
t82	 5027	 1218907
t83	 5236	 1203547
t84	 5236	 1204803
t85	 5027	 1195588
t86	 116808	 1197891
