Random Values=100Normal Distribution Parameters
s=200,l=50000,u=1000000
	Array	Vector
t3	 3630	 724938
t4	 3980	 805999
t5	 3421	 720330
t6	 2583	 737436
t7	 4259	 718584
t8	 4189	 737505
t9	 3491	 865554
t10	 3212	 737366
t11	 3142	 716070
t12	 3770	 738274
t13	 3909	 720958
t14	 4608	 807674
t15	 4677	 719212
t16	 4398	 743090
t17	 4818	 727032
t18	 3770	 745046
t19	 3491	 787984
t20	 3700	 736388
t21	 3770	 723891
t22	 4329	 740088
t23	 3841	 728429
t24	 4609	 854034
t25	 4259	 718514
t26	 3282	 736458
t27	 4120	 720609
t28	 4049	 757613
t29	 3979	 796922
t30	 4259	 740647
t31	 3771	 730803
t32	 4189	 734573
t33	 3980	 720958
t34	 3840	 802927
t35	 3561	 737645
t36	 3421	 735480
t37	 3840	 729615
t38	 3351	 743929
t39	 4748	 730453
t40	 4468	 754541
t41	 3700	 728918
t42	 3980	 730733
t43	 3352	 792104
t44	 4608	 833507
t45	 4189	 697150
t46	 3002	 721098
t47	 3352	 711812
t48	 3770	 862692
t49	 5307	 716769
t50	 4049	 750701
t51	 4120	 727241
t52	 3491	 738553
t53	 9356	 892994
t54	 5655	 743999
t55	 4608	 720818
t56	 4189	 754122
t57	 5097	 719492
t58	 3840	 841885
t59	 4329	 711881
t60	 9565	 731081
t61	 5585	 733385
t62	 4399	 754402
t63	 5306	 851101
t64	 4608	 736737
t65	 4050	 754053
t66	 5237	 732478
t67	 4469	 886360
t68	 5027	 737715
t69	 5376	 705598
t70	 4399	 737854
t71	 4748	 733805
t72	 4329	 849495
t73	 5167	 721377
t74	 5306	 751958
t75	 4120	 726334
t76	 4678	 744696
t77	 5236	 812003
t78	 3771	 738971
t79	 5237	 712370
t80	 4817	 743439
t81	 4469	 722634
t82	 4329	 887967
t83	 3840	 718654
t84	 5237	 724240
t85	 4259	 744697
t86	 5166	 736667
t87	 5306	 794409
t88	 3979	 746582
t89	 5306	 724309
t90	 4259	 737156
t91	 5236	 713138
t92	 5166	 740508
t93	 3491	 731640
t94	 22761	 725287
t95	 4468	 720888
t96	 4469	 891737
t97	 4049	 712929
t98	 3631	 732757
t99	 5237	 721447
26 60158

t0	 4050	 1756802
t1	 29813	 1228966
t2	 5307	 1236366
t3	 5446	 1318544
t4	 6074	 1239508
t5	 5097	 1239718
t6	 5306	 1360157
t7	 3980	 1229594
t8	 5236	 1238251
t9	 5306	 1329506
t10	 5166	 1257243
t11	 5236	 1258848
t12	 4957	 1327481
t13	 4817	 1234900
t14	 5446	 1266389
t15	 4957	 1385431
t16	 4678	 1252844
t17	 4888	 1243000
t18	 4399	 1316101
t19	 5097	 1247259
t20	 5097	 1253402
t21	 5027	 1309538
t22	 4748	 1251867
t23	 4748	 1249633
t24	 5167	 1357853
t25	 4678	 1230711
t26	 4817	 1248375
t27	 5376	 1313587
t28	 4748	 1245373
t29	 4678	 1257662
t30	 4469	 1311702
t31	 4539	 1244745
t32	 4888	 1250331
t33	 5376	 1233016
t34	 4818	 1241324
t35	 4818	 1320290
t36	 4957	 1246630
t37	 5236	 1255706
t38	 5516	 1344308
t39	 4888	 1240766
t40	 4259	 1240416
t41	 4887	 1368186
t42	 4538	 1234272
t43	 4887	 1247678
t44	 5306	 1342772
t45	 5865	 1312889
t46	 5516	 1250121
t47	 5167	 1317776
t48	 5934	 1242580
t49	 5097	 1240276
t50	 5097	 1374889
t51	 4887	 1252635
t52	 5725	 1246910
t53	 4678	 1317497
t54	 4818	 1249772
t55	 4538	 1254939
t56	 4957	 1348497
t57	 4609	 1230502
t58	 5027	 1277141
t59	 5446	 1374889
t60	 5097	 1239578
t61	 4608	 1261083
t62	 5237	 1338163
t63	 4189	 1246071
t64	 4538	 1247119
t65	 4608	 1314774
t66	 5725	 1233923
t67	 4468	 1233993
t68	 5027	 1377542
t69	 4678	 1231899
t70	 5236	 1243837
t71	 5097	 1318405
t72	 4887	 1230642
t73	 4817	 1279445
t74	 5516	 1234830
t75	 5795	 1258220
t76	 4817	 1380754
t77	 4888	 1221426
t78	 4888	 1239787
t79	 4678	 1324898
t80	 4887	 1225336
t81	 5097	 1207392
t82	 4957	 1315821
t83	 4958	 1223101
t84	 3631	 1203691
t85	 5096	 1366789
t86	 4817	 1207950
t87	 5377	 1218353
t88	 5097	 1356946
t89	 4608	 1225544
t90	 4887	 1225474
t91	 4748	 1314565
t92	 4957	 1210603
t93	 4608	 1204738
t94	 5097	 1373143
t95	 4887	 1220239
t96	 4468	 1214932
t97	 4538	 1310864
t98	 4748	 1220029
t99	 5097	 1236087
27 94288

t0	 4189	 3000221
t1	 35818	 3073741
t2	 33514	 3009647
t3	 31139	 2904568
t4	 33723	 2959585
t5	 46360	 3131621
t6	 34630	 2986117
t7	 49852	 3129038
t8	 39798	 3036666
t9	 34631	 3050840
t10	 45034	 3010693
t11	 34910	 3178470
t12	 63396	 3299328
t13	 31000	 2930262
t14	 43079	 3003154
t15	 37563	 3151660
t16	 45942	 3040786
t17	 34561	 2972014
t18	 34002	 2886415
t19	 34770	 2958538
t20	 34910	 3095245
t21	 49711	 3398612
t22	 46989	 3524287
t23	 33514	 2943597
t24	 35399	 3293115
t25	 32745	 2946739
t26	 35818	 2998196
t27	 35817	 3017117
t28	 30301	 2853948
t29	 33374	 2925444
t30	 34700	 2925444
t31	 32955	 2977110
t32	 33862	 2905475
t33	 36795	 2955396
t34	 33443	 3799586
t35	 39169	 4304662
t36	 31488	 4286299
t37	 50549	 4549938
t38	 51178	 4769800
t39	 36585	 4653062
t40	 33932	 3685711
t41	 54878	 4131160
t42	 39448	 4273662
t43	 56415	 4327214
t44	 48455	 3491541
t45	 42660	 3118914
t46	 43148	 3137556
t47	 39169	 3097340
t48	 36376	 3122615
t49	 44126	 3044626
t50	 32536	 2912318
t51	 34701	 3058520
t52	 34770	 3031290
t53	 35608	 3007552
t54	 35120	 2878734
t55	 34910	 3016279
t56	 34770	 3072694
t57	 34631	 3046163
t58	 34491	 3119334
t59	 31489	 2891093
t60	 47896	 3049164
t61	 34491	 3001199
t62	 34910	 3111863
t63	 34002	 3262185
t64	 30651	 2960772
t65	 51946	 3068085
t66	 35747	 3083725
t67	 40635	 3124220
t68	 33164	 3041903
t69	 31559	 2932984
t70	 35189	 3174839
t71	 49781	 3712940
t72	 33234	 3016070
t73	 35538	 3063129
t74	 32816	 2901775
t75	 40775	 2908617
t76	 45802	 3012648
t77	 36237	 3087635
t78	 33514	 3000640
t79	 31349	 3007971
t80	 39937	 3044416
t81	 35119	 3276777
t82	 37144	 2978298
t83	 33793	 2957491
t84	 30860	 2873499
t85	 35329	 3001198
t86	 34491	 2952185
t87	 37563	 2967057
t88	 31838	 2875383
t89	 35887	 2986397
t90	 36097	 3055657
t91	 33932	 2981370
t92	 33164	 2907221
t93	 39239	 2927887
t94	 36306	 3159549
t95	 32536	 3037085
t96	 33513	 3099364
t97	 33862	 2910991
t98	 45941	 3005178
t99	 35957	 3000989
28 35153

t0	 33514	 924482
t1	 4189	 745395
t2	 4189	 883428
t3	 3980	 754123
t4	 3770	 753424
t5	 3910	 765014
t6	 3002	 856757
t7	 4538	 754402
t8	 3909	 764735
t9	 3142	 758451
t10	 3910	 780235
t11	 4957	 838115
t12	 4608	 774719
t13	 3770	 757055
t14	 4678	 776325
t15	 4189	 767946
t16	 4049	 877703
t17	 3561	 763687
t18	 3631	 766131
t19	 2653	 768854
t20	 3142	 834065
t21	 4329	 764665
t22	 3840	 760894
t23	 3979	 764316
t24	 3561	 762919
t25	 2863	 834904
t26	 4259	 757822
t27	 3910	 768644
t28	 3002	 769902
t29	 3770	 764805
t30	 4189	 886920
t31	 3561	 753494
t32	 3560	 767597
t33	 3630	 768784
t34	 4748	 778210
t35	 4120	 831273
t36	 4259	 765433
t37	 4468	 773323
t38	 4468	 767527
t39	 4678	 842794
t40	 4259	 764316
t41	 3701	 759219
t42	 4748	 773322
t43	 3421	 787845
t44	 5167	 889712
t45	 3910	 761034
t46	 3700	 759638
t47	 3561	 761872
t48	 4748	 788264
t49	 4120	 837347
t50	 3979	 763059
t51	 4399	 764456
t52	 4398	 764386
t53	 4678	 832251
t54	 4748	 774789
t55	 3841	 768924
t56	 3630	 768575
t57	 3770	 776814
t58	 4050	 881194
t59	 4399	 756496
t60	 3770	 762082
t61	 4399	 767318
t62	 3561	 766689
t63	 3910	 836859
t64	 3840	 759848
t65	 4608	 766690
t66	 4259	 768017
t67	 4119	 762012
t68	 4887	 761105
t69	 3840	 762291
t70	 3630	 756426
t71	 3561	 754123
t72	 3631	 872118
t73	 4469	 745186
t74	 3840	 750561
t75	 4748	 746791
t76	 3770	 749724
t77	 4328	 816331
t78	 4608	 754261
t79	 3141	 745465
t80	 3910	 749933
t81	 4329	 767876
t82	 4049	 830156
t83	 4050	 750841
t84	 3840	 760196
t85	 3980	 790707
t86	 2863	 745255
t87	 3072	 854523
t88	 3631	 739879
t89	 3979	 743999
t90	 3701	 782190
t91	 4608	 841676
t92	 4189	 747768
t93	 3421	 745743
t94	 3700	 749165
t95	 3910	 749514
t96	 4608	 823523
t97	 4608	 746442
t98	 3841	 753424
t99	 3002	 758591
29 45777

t0	 3422	 1420062
t1	 4747	 1051345
t2	 4678	 1092888
t3	 4329	 1078644
t4	 6005	 1193637
t5	 4538	 1060002
t6	 4887	 1057838
t7	 4329	 1125633
t8	 4189	 1046666
t9	 4189	 1067962
t10	 3910	 1071034
t11	 4678	 1161729
t12	 4957	 1060212
t13	 4817	 1058466
t14	 4120	 1130590
t15	 4678	 1049739
t16	 5516	 1066845
t17	 4399	 1129683
t18	 4608	 1051763
t19	 3003	 1054486
t20	 3561	 1056581
t21	 4958	 1183374
t22	 4328	 1048622
t23	 4469	 1058745
t24	 4189	 1122840
t25	 4329	 1045968
t26	 4049	 1053230
t27	 5307	 1058466
t28	 5376	 1124585
t29	 5096	 1057209
t30	 4539	 1065309
t31	 4190	 1175763
t32	 4887	 1054905
t33	 4469	 1059653
t34	 5307	 1064820
t35	 4817	 1123398
t36	 4748	 1067473
t37	 4468	 1056581
t38	 4329	 1135268
t39	 3700	 1056930
t40	 3980	 1063912
t41	 4748	 1071662
t42	 4678	 1052182
t43	 4539	 1066426
t44	 5167	 1070824
t45	 4957	 1156144
t46	 4329	 1097704
t47	 5166	 1074385
t48	 4748	 1150698
t49	 4678	 1063633
t50	 4747	 1075921
t51	 5097	 1077038
t52	 5097	 1203552
t53	 4887	 1074944
t54	 4259	 1069498
t55	 4818	 1148045
t56	 4888	 1071243
t57	 4887	 1069428
t58	 4818	 1075013
t59	 4888	 1072988
t60	 5237	 1072570
t61	 5097	 1081577
t62	 4538	 1174506
t63	 3980	 1064121
t64	 4818	 1075153
t65	 5027	 1143577
t66	 4957	 1071732
t67	 4818	 1073547
t68	 4398	 1074804
t69	 4957	 1126680
t70	 4748	 1073407
t71	 4748	 1076898
t72	 4468	 1167873
t73	 4957	 1071243
t74	 4538	 1065658
t75	 4678	 1115159
t76	 4608	 1059863
t77	 4818	 1082484
t78	 4049	 1074594
t79	 3770	 1128076
t80	 4678	 1065169
t81	 4538	 1075781
t82	 4887	 1210882
t83	 4747	 1063563
t84	 4538	 1076060
t85	 4887	 1069008
t86	 4888	 1137991
t87	 5097	 1267227
t88	 4817	 1070755
t89	 6144	 1167734
t90	 4678	 1123538
t91	 5516	 1116556
t92	 4468	 1195033
t93	 4539	 1064051
t94	 4747	 1061747
t95	 5307	 1073477
t96	 5586	 1160333
t97	 4748	 1078226
t98	 4469	 1079900
t99	 5237	 1135337
30 13252

t0	 5376	 249187
t1	 2373	 246463
t2	 2234	 246672
t3	 2234	 246394
t4	 2373	 247720
t5	 3072	 247441
t6	 2374	 246812
t7	 2584	 294220
t8	 2723	 310907
t9	 2304	 316772
t10	 2444	 324452
t11	 4748	 339324
t12	 2304	 313630
t13	 2164	 310558
t14	 2514	 328851
t15	 2513	 317749
t16	 2304	 311535
t17	 2793	 336600
t18	 3352	 316353
t19	 3142	 322846
t20	 3771	 339044
t21	 2514	 404465
t22	 2514	 319914
t23	 2514	 328083
t24	 2374	 323823
t25	 2584	 312513
t26	 2234	 326965
t27	 2514	 321101
t28	 2583	 317331
t29	 2723	 328013
t30	 2304	 317261
t31	 2653	 319983
t32	 2653	 402231
t33	 2653	 313700
t34	 2653	 317331
t35	 3281	 332132
t36	 2723	 319844
t37	 2444	 312932
t38	 3072	 329060
t39	 2374	 319843
t40	 3142	 315515
t41	 2793	 337788
t42	 2583	 316981
t43	 2514	 439725
t44	 2862	 330736
t45	 3002	 308672
t46	 2514	 317540
t47	 2653	 321729
t48	 2235	 319216
t49	 2653	 315445
t50	 2444	 329270
t51	 2234	 321380
t52	 2374	 315027
t53	 2862	 341209
t54	 2583	 379330
t55	 3212	 318797
t56	 2862	 326547
t57	 2653	 312233
t58	 2723	 312443
t59	 2932	 329060
t60	 2653	 315096
t61	 2584	 318168
t62	 2583	 328641
t63	 2863	 314747
t64	 3212	 320682
t65	 2653	 392596
t66	 2653	 317121
t67	 2653	 314328
t68	 2723	 328711
t69	 2374	 318028
t70	 2304	 312722
t71	 2234	 327454
t72	 2444	 313071
t73	 3770	 320682
t74	 2862	 331993
t75	 2653	 371301
t76	 3002	 435186
t77	 2933	 455713
t78	 2793	 453548
t79	 2793	 346864
t80	 2653	 333110
t81	 2793	 311047
t82	 3212	 306020
t83	 3770	 331294
t84	 3072	 309999
t85	 3561	 450267
t86	 2583	 386312
t87	 2443	 366204
t88	 2443	 373465
t89	 2513	 378842
t90	 2723	 374862
t91	 2444	 366972
t92	 2723	 388616
t93	 2584	 368299
t94	 2444	 365995
t95	 4329	 396157
t96	 2583	 359990
t97	 2514	 365995
t98	 2583	 367880
t99	 2373	 361456
31 62941

t0	 21923	 2897236
t1	 31908	 2646165
t2	 34979	 2747892
t3	 35050	 2797046
t4	 33933	 2790622
t5	 28277	 2666064
t6	 34491	 2750755
t7	 35049	 2735115
t8	 33584	 2638275
t9	 34980	 2773166
t10	 35399	 2805354
t11	 35398	 2782174
t12	 30651	 2372681
t13	 37423	 2420927
t14	 31070	 2409127
t15	 42520	 2312986
t16	 32257	 2382386
t17	 31838	 2353761
t18	 39238	 2504641
t19	 36376	 2398166
t20	 28486	 2346429
t21	 33235	 2416458
t22	 32396	 2459187
t23	 32257	 2305515
t24	 32954	 2388390
t25	 32536	 2324157
t26	 37353	 2394535
t27	 33025	 2437055
t28	 26671	 2372821
t29	 33095	 2401098
t30	 32746	 2369610
t31	 32745	 2264810
t32	 35399	 2342938
t33	 30930	 2226688
t34	 32187	 2318501
t35	 33653	 2309285
t36	 31279	 2240443
t37	 34142	 2367235
t38	 30860	 2247215
t39	 31209	 2341402
t40	 35678	 2377149
t41	 27369	 2268999
t42	 32187	 2391812
t43	 31209	 2257689
t44	 32117	 2334280
t45	 32815	 2361091
t46	 27300	 2299510
t47	 33443	 2434960
t48	 31000	 2322551
t49	 32396	 2376451
t50	 32048	 2391672
t51	 31349	 2300767
t52	 33024	 2404868
t53	 32117	 2444386
t54	 27229	 2317314
t55	 30512	 2401307
t56	 31977	 2319130
t57	 31209	 2443199
t58	 36934	 2495145
t59	 31628	 2355157
t60	 37982	 2402215
t61	 31768	 2445573
t62	 25274	 2349920
t63	 31977	 2364442
t64	 31279	 2260900
t65	 35748	 2307051
t66	 32117	 2367794
t67	 27788	 2228084
t68	 32327	 2292319
t69	 31349	 2223337
t70	 31908	 2354528
t71	 36167	 2412269
t72	 28975	 2259085
t73	 33514	 2347826
t74	 32745	 2273258
t75	 39169	 2241350
t76	 35329	 2382316
t77	 31907	 2249799
t78	 33165	 2345242
t79	 31907	 2362209
t80	 34491	 2315918
t81	 34072	 2395652
t82	 31419	 2239326
t83	 38191	 2358019
t84	 32816	 2369260
t85	 28626	 2261180
t86	 33374	 2382945
t87	 31698	 2291830
t88	 33793	 2383294
t89	 32746	 2397817
t90	 36096	 2321853
t91	 34142	 2411152
t92	 31349	 2364722
t93	 31419	 2281985
t94	 33094	 2375335
t95	 31559	 2323388
t96	 45383	 2502685
t97	 39798	 2455208
t98	 29115	 2327020
t99	 35817	 2415969
32 40485

t0	 31558	 1007568
t1	 3351	 820730
t2	 3421	 992137
t3	 3421	 832390
t4	 4259	 833647
t5	 4119	 836021
t6	 5027	 906329
t7	 3840	 806417
t8	 4748	 822057
t9	 4189	 822476
t10	 3491	 883009
t11	 4189	 809977
t12	 3840	 811095
t13	 4748	 809559
t14	 4259	 817798
t15	 4259	 922248
t16	 3352	 806417
t17	 4957	 805718
t18	 5096	 829318
t19	 4608	 907167
t20	 4957	 806975
t21	 4817	 809140
t22	 4817	 830575
t23	 4329	 817867
t24	 4469	 884406
t25	 3840	 818426
t26	 4119	 820800
t27	 4887	 817658
t28	 4747	 936491
t29	 4608	 817029
t30	 4189	 811374
t31	 3561	 814237
t32	 3980	 822196
t33	 4539	 810955
t34	 4678	 809350
t35	 4957	 818636
t36	 4398	 827014
t37	 4748	 884755
t38	 4818	 813888
t39	 3770	 806208
t40	 4468	 820102
t41	 3840	 949199
t42	 4818	 802926
t43	 3421	 809070
t44	 3561	 809768
t45	 4608	 820102
t46	 4677	 888315
t47	 4329	 822476
t48	 4190	 819264
t49	 4887	 816052
t50	 5097	 886431
t51	 5097	 816750
t52	 3771	 803066
t53	 3771	 815564
t54	 3072	 809280
t55	 4539	 924971
t56	 4677	 809280
t57	 4539	 811932
t58	 4538	 832739
t59	 4748	 924482
t60	 4678	 810816
t61	 4469	 811863
t62	 4608	 818845
t63	 4329	 896135
t64	 4747	 805439
t65	 4189	 807534
t66	 4608	 812980
t67	 4538	 809838
t68	 4259	 950525
t69	 2793	 801530
t70	 3002	 809070
t71	 3421	 804393
t72	 4608	 889503
t73	 4888	 820032
t74	 4259	 832390
t75	 3980	 826734
t76	 3979	 826874
t77	 4120	 897601
t78	 4399	 821288
t79	 3701	 829527
t80	 4328	 832949
t81	 5027	 940471
t82	 4888	 817867
t83	 5167	 822755
t84	 4399	 829387
t85	 4608	 907446
t86	 4469	 835253
t87	 4190	 819613
t88	 3979	 838325
t89	 4399	 830854
t90	 4399	 891388
t91	 4329	 825477
t92	 4329	 824989
t93	 4887	 828061
t94	 4748	 938307
t95	 4818	 823523
t96	 3979	 833577
t97	 3701	 822197
t98	 3422	 898300
t99	 4817	 823453
33 99972

t0	 23599	 3319645
t1	 31279	 2964682
t2	 35049	 3114096
t3	 33862	 3063687
t4	 39239	 3103204
t5	 50410	 3138323
t6	 30790	 3000430
t7	 35399	 3060196
t8	 35538	 3076673
t9	 34561	 3133576
t10	 42939	 3058100
t11	 34002	 2984371
t12	 34561	 3056006
t13	 36725	 3112839
t14	 34770	 3052236
t15	 36166	 2966078
t16	 35399	 2967405
t17	 34980	 3083515
t18	 34422	 3105020
t19	 33304	 3059498
t20	 39518	 2992889
t21	 34910	 3109907
t22	 36307	 3051398
t23	 32885	 3043858
t24	 33164	 3066968
t25	 30162	 3001477
t26	 43846	 3087635
t27	 34840	 3061313
t28	 34910	 3094477
t29	 32605	 3047837
t30	 31209	 2968731
t31	 44685	 3127990
t32	 32815	 3105508
t33	 34771	 3221688
t34	 33025	 3053353
t35	 30930	 3010902
t36	 57112	 3126733
t37	 35050	 3088473
t38	 35887	 3048116
t39	 32536	 3160805
t40	 29534	 2973200
t41	 44755	 3072275
t42	 34211	 3062429
t43	 35398	 3100411
t44	 32047	 3116191
t45	 30651	 2980811
t46	 37982	 3045603
t47	 37633	 4328260
t48	 34770	 3158432
t49	 35678	 3083027
t50	 33164	 3145794
t51	 31559	 3183637
t52	 41263	 2994984
t53	 34980	 3074579
t54	 35887	 3094896
t55	 33444	 3317900
t56	 40775	 3558918
t57	 43149	 3050630
t58	 37144	 3049164
t59	 37772	 4177100
t60	 45802	 4528433
t61	 46360	 8589563
t62	 47966	 8073945
t63	 42171	 3749316
t64	 37423	 3544325
t65	 35189	 3870592
t66	 38959	 4094085
t67	 48385	 4094713
t68	 39378	 4081029
t69	 40915	 4149103
t70	 43777	 4073698
t71	 38750	 3542021
t72	 32466	 3447694
t73	 43219	 3442807
t74	 30512	 3067666
t75	 38890	 3118355
t76	 31977	 3235582
t77	 29882	 3103623
t78	 36935	 3204862
t79	 32397	 3181822
t80	 30162	 3056634
t81	 31419	 3196204
t82	 34980	 3152218
t83	 33304	 3167439
t84	 31838	 3214707
t85	 36376	 3293463
t86	 32606	 3352111
t87	 38192	 3504876
t88	 67027	 3401195
t89	 46431	 3344990
t90	 42870	 4421330
t91	 46639	 3540904
t92	 39099	 3344431
t93	 42101	 3551936
t94	 41334	 4281342
t95	 38610	 3666020
t96	 30302	 3693040
t97	 61651	 4182268
t98	 39588	 3989774
t99	 42660	 3420954
34 18527

t0	 5376	 480150
t1	 2862	 520156
t2	 2933	 480150
t3	 2583	 573359
t4	 3631	 497535
t5	 3211	 591652
t6	 3910	 468141
t7	 3142	 480708
t8	 2583	 572730
t9	 3141	 491600
t10	 2514	 556812
t11	 4049	 485037
t12	 3142	 463044
t13	 2932	 459483
t14	 2583	 442587
t15	 2443	 461647
t16	 2862	 456620
t17	 2304	 458715
t18	 2514	 631100
t19	 2443	 461158
t20	 2374	 470864
t21	 2304	 459483
t22	 2723	 447683
t23	 2723	 464440
t24	 3421	 484409
t25	 3910	 626213
t26	 4398	 490274
t27	 2863	 577758
t28	 3351	 536006
t29	 2932	 490343
t30	 3282	 470654
t31	 2653	 496976
t32	 2932	 559465
t33	 3491	 460949
t34	 3003	 439306
t35	 3212	 462346
t36	 3631	 446776
t37	 2374	 466884
t38	 2793	 483361
t39	 2583	 461787
t40	 2653	 611829
t41	 2444	 458715
t42	 2653	 444821
t43	 2862	 459064
t44	 3142	 443495
t45	 2514	 461299
t46	 3002	 516456
t47	 3630	 465138
t48	 2514	 527977
t49	 2304	 464929
t50	 2304	 448730
t51	 2304	 455363
t52	 3003	 454805
t53	 3212	 464789
t54	 3351	 446566
t55	 2862	 463184
t56	 2932	 559814
t57	 2932	 462695
t58	 2863	 435815
t59	 2513	 453688
t60	 2444	 440003
t61	 2653	 460601
t62	 2723	 446497
t63	 3491	 647298
t64	 4678	 442517
t65	 2513	 452851
t66	 2304	 510592
t67	 2025	 486853
t68	 3282	 432673
t69	 2723	 455503
t70	 2583	 437700
t71	 2513	 550039
t72	 2443	 434557
t73	 2793	 452640
t74	 3002	 450477
t75	 2932	 454945
t76	 2374	 471144
t77	 4189	 460111
t78	 3002	 442866
t79	 2513	 553600
t80	 2793	 438328
t81	 2374	 463463
t82	 2792	 437001
t83	 2583	 460740
t84	 3072	 482454
t85	 3491	 456132
t86	 2653	 508147
t87	 2793	 569519
t88	 2654	 440213
t89	 3142	 448800
t90	 3700	 443006
t91	 3142	 461997
t92	 3072	 436442
t93	 2933	 460042
t94	 3491	 444752
t95	 5446	 510731
t96	 3142	 440213
t97	 2584	 447265
t98	 2653	 439095
t99	 2722	 449848
35 40843

t0	 12568	 1043245
t1	 4957	 997235
t2	 4469	 845726
t3	 5237	 925110
t4	 4329	 797969
t5	 3770	 949338
t6	 3631	 811095
t7	 3770	 891038
t8	 4678	 808232
t9	 6563	 941937
t10	 3980	 805928
t11	 6424	 822825
t12	 5516	 841117
t13	 3770	 1016155
t14	 5167	 811863
t15	 4049	 800273
t16	 4329	 823034
t17	 4259	 811026
t18	 4259	 996606
t19	 4189	 872676
t20	 4468	 848379
t21	 4120	 809419
t22	 4119	 987110
t23	 4608	 947313
t24	 5027	 974752
t25	 4748	 798108
t26	 3421	 959601
t27	 3421	 929369
t28	 4259	 839162
t29	 5726	 862552
t30	 3631	 974543
t31	 4189	 819264
t32	 3282	 847960
t33	 4469	 823662
t34	 6214	 961626
t35	 4399	 799924
t36	 2793	 808163
t37	 3561	 856757
t38	 4119	 810676
t39	 3282	 1097635
t40	 5585	 845935
t41	 4190	 906958
t42	 4399	 951432
t43	 3840	 932022
t44	 4608	 920851
t45	 4748	 914568
t46	 3282	 960998
t47	 4329	 887757
t48	 3421	 946265
t49	 5167	 912054
t50	 3980	 932232
t51	 4189	 982084
t52	 4328	 859690
t53	 4329	 822615
t54	 3281	 838883
t55	 3491	 1084509
t56	 3630	 950455
t57	 4538	 814027
t58	 4328	 893482
t59	 3211	 898928
t60	 3422	 821708
t61	 4119	 966653
t62	 4957	 883637
t63	 4120	 1016225
t64	 3980	 817658
t65	 3352	 818286
t66	 3770	 911775
t67	 3979	 1103849
t68	 4119	 818147
t69	 3142	 817379
t70	 2932	 834974
t71	 5935	 929579
t72	 4329	 898579
t73	 4190	 908842
t74	 5237	 846284
t75	 4399	 1064819
t76	 4608	 883288
t77	 3700	 904863
t78	 4120	 886151
t79	 5865	 1073547
t80	 4119	 841955
t81	 5655	 857804
t82	 3910	 826874
t83	 3351	 951293
t84	 3840	 816401
t85	 3630	 826804
t86	 3771	 835043
t87	 4469	 888176
t88	 3980	 902280
t89	 4399	 868068
t90	 4677	 826804
t91	 3561	 824221
t92	 4189	 972867
t93	 4469	 833088
t94	 4119	 820311
t95	 3351	 827643
t96	 4189	 971750
t97	 4957	 872396
t98	 5027	 831273
t99	 3910	 823243
36 37095

t0	 3910	 777652
t1	 4050	 857036
t2	 4399	 780793
t3	 4259	 832041
t4	 4189	 787705
t5	 3771	 934048
t6	 4259	 810327
t7	 3700	 781491
t8	 4259	 781142
t9	 4608	 873304
t10	 3840	 831901
t11	 3980	 825967
t12	 3840	 810886
t13	 5446	 786169
t14	 3352	 969097
t15	 4957	 869045
t16	 4119	 853965
t17	 4119	 954644
t18	 3841	 984667
t19	 3840	 803275
t20	 2653	 830505
t21	 3212	 896554
t22	 4050	 883708
t23	 3910	 776954
t24	 3212	 864298
t25	 3003	 823593
t26	 5027	 835672
t27	 3840	 958484
t28	 5166	 824990
t29	 3421	 943753
t30	 5306	 853405
t31	 4050	 933907
t32	 5585	 920712
t33	 4329	 833297
t34	 3561	 823174
t35	 3421	 942286
t36	 5656	 827293
t37	 4468	 810816
t38	 3979	 978313
t39	 4469	 875469
t40	 4189	 767318
t41	 3701	 831901
t42	 6214	 779816
t43	 4050	 798947
t44	 5516	 1005962
t45	 4120	 860317
t46	 3701	 760057
t47	 3352	 763547
t48	 3910	 882799
t49	 4120	 800273
t50	 4748	 762920
t51	 3910	 767597
t52	 3770	 838534
t53	 4817	 869394
t54	 4957	 826456
t55	 3352	 854662
t56	 3980	 785122
t57	 3421	 930346
t58	 4468	 762849
t59	 3980	 796712
t60	 4259	 858572
t61	 4678	 785192
t62	 3770	 828689
t63	 5097	 796991
t64	 6772	 906538
t65	 4887	 827363
t66	 4399	 837696
t67	 3980	 815215
t68	 3421	 804602
t69	 4119	 805858
t70	 4119	 1004426
t71	 5097	 843561
t72	 4398	 835252
t73	 4678	 903466
t74	 3631	 932092
t75	 4678	 814097
t76	 3631	 777372
t77	 6843	 885453
t78	 3700	 806835
t79	 4189	 878052
t80	 3840	 765014
t81	 3212	 809629
t82	 5655	 840420
t83	 3351	 934606
t84	 4329	 813330
t85	 4329	 1223590
t86	 4189	 1020484
t87	 4608	 1134569
t88	 3840	 1088768
t89	 3630	 1091351
t90	 3561	 1193777
t91	 3840	 1082134
t92	 3491	 1094004
t93	 3770	 1087022
t94	 4120	 1077388
t95	 4469	 1078015
t96	 4538	 1081716
t97	 4189	 1171643
t98	 4120	 1088768
t99	 4887	 1087791
37 10235

t0	 4189	 241576
t1	 2863	 239830
t2	 2723	 299596
t3	 3002	 181042
t4	 2304	 177481
t5	 2164	 218675
t6	 2443	 244020
t7	 2653	 227822
t8	 2304	 238504
t9	 2304	 218884
t10	 2234	 228031
t11	 2304	 221817
t12	 2304	 228450
t13	 2514	 229358
t14	 2584	 292963
t15	 3212	 226425
t16	 2443	 242693
